,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,videoId,textDisplay,textOriginal,parentId,canRate,viewerRating,likeCount,publishedAt,updatedAt
value,trevor stevenson,https://yt3.ggpht.com/a/AGF-l78GmYG0fOTlcig_ZdhHzaj3KdwY6qtkNWqoPg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCixJiAcAwFtBN7bf8fivKPg,UCixJiAcAwFtBN7bf8fivKPg,q4PWBf04V54,Jeffry Suputra thanks for the reply,Jeffry Suputra thanks for the reply,Ugg0GK43xBQtiHgCoAEC,True,none,0,2017-05-27T12:41:56.000Z,2017-05-27T12:41:56.000Z
value,Je Je,https://yt3.ggpht.com/a/AGF-l78T81BFwMPTl56L8aaXEdUHm03hH_sO5bd6=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-4F3OtERG7YZnpcmcIYIHA,UC-4F3OtERG7YZnpcmcIYIHA,q4PWBf04V54,"+trevor stevenson there some many kind of electric shaver type. i don&#39;t know the exact purpose of each type, my friend have one, i don&#39;t know it&#39;s like 3 spinning  round razors, never tried on bulky hair tho :3","+trevor stevenson there some many kind of electric shaver type. i don't know the exact purpose of each type, my friend have one, i don't know it's like 3 spinning  round razors, never tried on bulky hair tho :3",Ugg0GK43xBQtiHgCoAEC,True,none,0,2017-05-27T09:53:39.000Z,2017-05-27T09:53:39.000Z
value,Je Je,https://yt3.ggpht.com/a/AGF-l78T81BFwMPTl56L8aaXEdUHm03hH_sO5bd6=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-4F3OtERG7YZnpcmcIYIHA,UC-4F3OtERG7YZnpcmcIYIHA,q4PWBf04V54,"lol, i bought a cheap electric trimer about 20$ i geass, but fuck yeah it&#39;s suck an obvious garbage lol. i have tried my friend&#39;s electric shaver i dunno i think it&#39;s from philips or something, he said he bought it from ace hardware for about 60$ and it did the job but not as smooth as regular razor lol. i bought mach3 for about a year ago, and now i use the 2nd razor and it still sharp, imho it worth the money.","lol, i bought a cheap electric trimer about 20$ i geass, but fuck yeah it's suck an obvious garbage lol. i have tried my friend's electric shaver i dunno i think it's from philips or something, he said he bought it from ace hardware for about 60$ and it did the job but not as smooth as regular razor lol. i bought mach3 for about a year ago, and now i use the 2nd razor and it still sharp, imho it worth the money.",Ugg0GK43xBQtiHgCoAEC,True,none,0,2017-05-27T09:46:26.000Z,2017-05-27T09:46:26.000Z
value,trevor stevenson,https://yt3.ggpht.com/a/AGF-l78GmYG0fOTlcig_ZdhHzaj3KdwY6qtkNWqoPg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCixJiAcAwFtBN7bf8fivKPg,UCixJiAcAwFtBN7bf8fivKPg,q4PWBf04V54,Jeffry Suputra can someone please explain to me how he used the braun shaver and removed so much bulk of hair?,Jeffry Suputra can someone please explain to me how he used the braun shaver and removed so much bulk of hair?,Ugg0GK43xBQtiHgCoAEC,True,none,0,2017-05-26T15:39:59.000Z,2017-05-26T15:39:59.000Z
value,Methylenedream,https://yt3.ggpht.com/a/AGF-l7-HdpBwZsK66Kdg8H-ewQUY5_dTAgUvxyzqhg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCQ5mBoKjp9kHVH9I2sMoLYQ,UCQ5mBoKjp9kHVH9I2sMoLYQ,q4PWBf04V54,"Just steal em ... nah I&#39;m jk.<br /><br />But I say it cuz fucking Gillete and Schick conspired together (they refused to undercut each other) so they can sell you 3 blades for fucking $18 that probably cost like $1-$2 to make.<br /><br />I&#39;ve always used a regular razor (I liked my mach3 for years), but now I&#39;m getting tired of &#39;hypothetically&#39; stealing them (because fuck Gillete and Schick) and want to try out an electric.<br /><br />But fuck there&#39;s such a range of price and I have no idea I&#39;ve always just used a blade but it&#39;s time that change.  Now to try and figure out what the best electric is for the price (fuck some of them are expensive) and god damn there&#39;s so many out there it&#39;s like i&#39;d need to fucking try em first before I drop $100.<br /><br />Anyways, I&#39;m just ranting like an idiot and you don&#39;t care, or shouldn&#39;t ... cuz I&#39;m a ranting idiot.  Fuck i&#39;m high or something.  <br /><br />If you&#39;ve found a particular electric you&#39;ve tried and liked care to share?  Just don&#39;t know when it&#39;s just overpriced cuz it looks good or has a name behind it or when its cheap and actually a good razor.","Just steal em ... nah I'm jk.

But I say it cuz fucking Gillete and Schick conspired together (they refused to undercut each other) so they can sell you 3 blades for fucking $18 that probably cost like $1-$2 to make.

I've always used a regular razor (I liked my mach3 for years), but now I'm getting tired of 'hypothetically' stealing them (because fuck Gillete and Schick) and want to try out an electric.

But fuck there's such a range of price and I have no idea I've always just used a blade but it's time that change.  Now to try and figure out what the best electric is for the price (fuck some of them are expensive) and god damn there's so many out there it's like i'd need to fucking try em first before I drop $100.

Anyways, I'm just ranting like an idiot and you don't care, or shouldn't ... cuz I'm a ranting idiot.  Fuck i'm high or something.  

If you've found a particular electric you've tried and liked care to share?  Just don't know when it's just overpriced cuz it looks good or has a name behind it or when its cheap and actually a good razor.",Ugg0GK43xBQtiHgCoAEC,True,none,1,2016-12-03T07:49:02.000Z,2016-12-03T07:49:02.000Z
value,Mark Humphreys,https://yt3.ggpht.com/a/AGF-l7-Fgu0uvrAuppkvdl0ikLYBn4hyKlz99_hoxA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-iv2cw1IrHrNA5YC2_41zg,UC-iv2cw1IrHrNA5YC2_41zg,q4PWBf04V54,+Daws 001 HHeyyooo! Thanks!! :D,+Daws 001 HHeyyooo! Thanks!! :D,UgiX6WDbP1ZAR3gCoAEC,True,none,0,2016-01-19T06:58:33.000Z,2016-01-19T06:58:33.000Z
value,Didzis S,https://yt3.ggpht.com/a/AGF-l78uhUzNQQXC94ZvXvv57Vxu-BA7TPYe612v4w=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCkdMy0zNLmRXGLlzX9H7JCA,UCkdMy0zNLmRXGLlzX9H7JCA,q4PWBf04V54,I have been shaving for about 15 years and nevar had cut myself. You just need to learn how to shave ;D,I have been shaving for about 15 years and nevar had cut myself. You just need to learn how to shave ;D,UgzVVRYEU0EPtKrW0Ih4AaABAg,True,none,0,2018-11-23T10:36:13.000Z,2018-11-23T10:36:13.000Z
value,Tanner Grinzel,https://yt3.ggpht.com/a/AGF-l79NxA9_QGX2FMvcMSAgJlpCHHkyySOqtJ960g=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCGWaPVdk_IcIQxcH2vuxdng,UCGWaPVdk_IcIQxcH2vuxdng,q4PWBf04V54,Jose Lopez it will still give you a close shave,Jose Lopez it will still give you a close shave,UgiE0RmEwxn5ZngCoAEC,True,none,0,2017-12-27T02:02:18.000Z,2017-12-27T02:02:18.000Z
value,Angeline Huffman,https://yt3.ggpht.com/a/AGF-l79Pbz6-olT7NjFoZFm5Y-rP1uJoXyZiXw0IlA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCmHcvRkJGJi91X3fknzc5yw,UCmHcvRkJGJi91X3fknzc5yw,q4PWBf04V54,Andrew721 Ju,Andrew721 Ju,Uggs-X5ASjWWIXgCoAEC,True,none,0,2017-05-23T00:00:31.000Z,2017-05-23T00:00:31.000Z
value,knightmire,https://yt3.ggpht.com/a/AGF-l79favsgPXWYdgTUV6HWS-Qi0sAWnHNplQZ_MA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCDpyVv2Gj2lLxxRICoOAPFg,UCDpyVv2Gj2lLxxRICoOAPFg,q4PWBf04V54,"+Mark Humphreys yes the mirror depicts lateral inversion. Left appears right, right appears left.","+Mark Humphreys yes the mirror depicts lateral inversion. Left appears right, right appears left.",Uggs-X5ASjWWIXgCoAEC,True,none,0,2016-09-05T18:25:18.000Z,2016-09-05T18:25:18.000Z
value,Mark Humphreys,https://yt3.ggpht.com/a/AGF-l7-Fgu0uvrAuppkvdl0ikLYBn4hyKlz99_hoxA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-iv2cw1IrHrNA5YC2_41zg,UC-iv2cw1IrHrNA5YC2_41zg,q4PWBf04V54,"@andrew1p1Â It&#39;s actually the shaving part that is done in the mirror. So the judgement seems reversed, but it&#39;s not.Â ","@andrew1p1Â It's actually the shaving part that is done in the mirror. So the judgement seems reversed, but it's not.Â ",Uggs-X5ASjWWIXgCoAEC,True,none,0,2016-01-20T01:37:12.000Z,2016-01-20T01:37:12.000Z
value,AndyPandy777,https://yt3.ggpht.com/a/AGF-l7_YJ6khcivciznEWZOFyao2poBFPO4kg-wLTg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCIbpSga7TG31-WvvgsO-UNQ,UCIbpSga7TG31-WvvgsO-UNQ,q4PWBf04V54,"oh right haha sorry mate,Â Â Â  so the part when he feels your face is that recorded on the mirror.","oh right haha sorry mate,Â Â Â  so the part when he feels your face is that recorded on the mirror.",Uggs-X5ASjWWIXgCoAEC,True,none,0,2016-01-19T16:05:23.000Z,2016-01-19T16:05:23.000Z
value,Mark Humphreys,https://yt3.ggpht.com/a/AGF-l7-Fgu0uvrAuppkvdl0ikLYBn4hyKlz99_hoxA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-iv2cw1IrHrNA5YC2_41zg,UC-iv2cw1IrHrNA5YC2_41zg,q4PWBf04V54,"+andrew1p1 You did catch that! However, the shaving part was filmed in a mirror, so it was like a backwards confusion of a result for the audience. But it was a true result.","+andrew1p1 You did catch that! However, the shaving part was filmed in a mirror, so it was like a backwards confusion of a result for the audience. But it was a true result.",Uggs-X5ASjWWIXgCoAEC,True,none,0,2016-01-19T06:59:52.000Z,2016-01-19T06:59:52.000Z
value,IAMJAYZON,https://yt3.ggpht.com/a/AGF-l7-TSC1oODD7i6BdVEzcK6ufnEHwUYJs-f89Xw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCFBEJsXlCQldfnKu-XV5tRA,UCFBEJsXlCQldfnKu-XV5tRA,q4PWBf04V54,Idrees Baksh electric,Idrees Baksh electric,UgjOE5bx2AfeFXgCoAEC,True,none,4,2016-11-27T06:25:42.000Z,2016-11-27T06:25:42.000Z
value,Mark Humphreys,https://yt3.ggpht.com/a/AGF-l7-Fgu0uvrAuppkvdl0ikLYBn4hyKlz99_hoxA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-iv2cw1IrHrNA5YC2_41zg,UC-iv2cw1IrHrNA5YC2_41zg,q4PWBf04V54,"It totally exists. Mine does have that feature, but I hardly ever use it. I usually grow, and then shave it all, grow, and then shave. It&#39;s a great process. hahaÂ ","It totally exists. Mine does have that feature, but I hardly ever use it. I usually grow, and then shave it all, grow, and then shave. It's a great process. hahaÂ ",UgiSU1d0XBJiLHgCoAEC,True,none,1,2015-06-13T17:59:27.000Z,2015-06-13T17:59:27.000Z
value,tlyfanic,https://yt3.ggpht.com/a/AGF-l78n27Lhqy5Q2AQ5agjCB8qV1zXYHJgx47KE=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCAvdH6ChIORmaz1jEJ5GYEQ,UCAvdH6ChIORmaz1jEJ5GYEQ,q4PWBf04V54,@MarksBucket<br />Â but does your trimmer have guards ? so that you just cut a bit and not all of it ? or that doesnt exit only in hairclippers?,"@MarksBucket
Â but does your trimmer have guards ? so that you just cut a bit and not all of it ? or that doesnt exit only in hairclippers?",UgiSU1d0XBJiLHgCoAEC,True,none,0,2015-06-10T23:56:17.000Z,2015-06-10T23:56:17.000Z
value,Mark Humphreys,https://yt3.ggpht.com/a/AGF-l7-Fgu0uvrAuppkvdl0ikLYBn4hyKlz99_hoxA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-iv2cw1IrHrNA5YC2_41zg,UC-iv2cw1IrHrNA5YC2_41zg,q4PWBf04V54,"@tlyfanic I used a trimmer for both sides,  but each side was using a different trimmer. Normally, I just trim the whole thing with one. The Wahl trimmer is a good one!","@tlyfanic I used a trimmer for both sides,  but each side was using a different trimmer. Normally, I just trim the whole thing with one. The Wahl trimmer is a good one!",UgiSU1d0XBJiLHgCoAEC,True,none,0,2015-06-10T23:44:24.000Z,2015-06-10T23:44:24.000Z
value,Tanner Grinzel,https://yt3.ggpht.com/a/AGF-l79NxA9_QGX2FMvcMSAgJlpCHHkyySOqtJ960g=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCGWaPVdk_IcIQxcH2vuxdng,UCGWaPVdk_IcIQxcH2vuxdng,q4PWBf04V54,TanusFox yeah cartridge razors are modern,TanusFox yeah cartridge razors are modern,Ugh1QMuSaZmI_ngCoAEC,True,none,0,2017-12-27T02:01:28.000Z,2017-12-27T02:01:28.000Z
value,Jose O,https://yt3.ggpht.com/a/AGF-l7-AkKaa-Qb0C7ZCR4V4PFan71X4jArBthe-qg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCh4JpJD5q3XLFA_hJM3rYdw,UCh4JpJD5q3XLFA_hJM3rYdw,q4PWBf04V54,"+TheRammo my experience with a series 5: the foils needed changing after 12 months using 4 times per week. I dont know yet with  series 7 although Braun says 18 months, I find too optimistic","+TheRammo my experience with a series 5: the foils needed changing after 12 months using 4 times per week. I dont know yet with  series 7 although Braun says 18 months, I find too optimistic",UgiefN298r_CHXgCoAEC,True,none,0,2016-03-26T19:01:51.000Z,2016-03-26T19:01:51.000Z
value,Jose O,https://yt3.ggpht.com/a/AGF-l7-AkKaa-Qb0C7ZCR4V4PFan71X4jArBthe-qg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCh4JpJD5q3XLFA_hJM3rYdw,UCh4JpJD5q3XLFA_hJM3rYdw,q4PWBf04V54,+TheRammo Braun claims one and a half year.,+TheRammo Braun claims one and a half year.,UgiefN298r_CHXgCoAEC,True,none,0,2016-03-26T09:32:29.000Z,2016-03-26T09:32:29.000Z
value,Chris B,https://yt3.ggpht.com/a/AGF-l78ADq4A_IoaPDlXO9pbLTBGi6tXoK4wqbDPyw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCt0kFoIg20aAVMPTPgbgPSg,UCt0kFoIg20aAVMPTPgbgPSg,q4PWBf04V54,+Jose O thanks bud. I&#39;ll take a look,+Jose O thanks bud. I'll take a look,UgiefN298r_CHXgCoAEC,True,none,0,2016-03-09T22:29:44.000Z,2016-03-09T22:29:44.000Z
value,Jose O,https://yt3.ggpht.com/a/AGF-l7-AkKaa-Qb0C7ZCR4V4PFan71X4jArBthe-qg=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCh4JpJD5q3XLFA_hJM3rYdw,UCh4JpJD5q3XLFA_hJM3rYdw,q4PWBf04V54,"+Chris BÂ  yes, mine: Braun 740 wet&amp;dry, 98% as close shave as a DE razor but I can use daily. Dry, gel, foam... wet&amp;dry","+Chris BÂ  yes, mine: Braun 740 wet&dry, 98% as close shave as a DE razor but I can use daily. Dry, gel, foam... wet&dry",UgiefN298r_CHXgCoAEC,True,none,0,2016-03-09T22:24:04.000Z,2016-03-09T22:24:04.000Z
value,FadeBG,https://yt3.ggpht.com/a/AGF-l79BCG7AFmRJ8fZZE1A3627dCvatpW5MQAzG8A=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC6BB89H9tr34glPbSowBxVg,UC6BB89H9tr34glPbSowBxVg,q4PWBf04V54,"yup , I use electric razor and my mustache starts appearing again in about 2 days :) , and I think the electric one is better","yup , I use electric razor and my mustache starts appearing again in about 2 days :) , and I think the electric one is better",Ugj9UiHyqx__9ngCoAEC,True,none,0,2016-09-09T15:15:27.000Z,2016-09-09T15:15:27.000Z
value,Mark Humphreys,https://yt3.ggpht.com/a/AGF-l7-Fgu0uvrAuppkvdl0ikLYBn4hyKlz99_hoxA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-iv2cw1IrHrNA5YC2_41zg,UC-iv2cw1IrHrNA5YC2_41zg,q4PWBf04V54,@E R.A.Â Hahahaha,@E R.A.Â Hahahaha,UgigXD1owCWxwXgCoAEC,True,none,1,2015-08-27T00:14:18.000Z,2015-08-27T00:14:18.000Z
value,E R.A.,https://yt3.ggpht.com/a/AGF-l79hoQWQGXDJtifRd-VgZdlYBYIz7xgMmrgXaw=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UCQbQQzkY4HM81QK3iSxXjIA,UCQbQQzkY4HM81QK3iSxXjIA,q4PWBf04V54,+Midnight Creature an axe???????/ Blood?..........girly style............REAL MAN SHAVES WITH A FUCKING ELECTRIC GRINDER FULL SPEED AND WET SAND INSTEAD OF SHAVING GEL..........,+Midnight Creature an axe???????/ Blood?..........girly style............REAL MAN SHAVES WITH A FUCKING ELECTRIC GRINDER FULL SPEED AND WET SAND INSTEAD OF SHAVING GEL..........,UgigXD1owCWxwXgCoAEC,True,none,5,2015-08-26T20:27:49.000Z,2015-08-26T20:27:49.000Z
value,Mark Humphreys,https://yt3.ggpht.com/a/AGF-l7-Fgu0uvrAuppkvdl0ikLYBn4hyKlz99_hoxA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-iv2cw1IrHrNA5YC2_41zg,UC-iv2cw1IrHrNA5YC2_41zg,q4PWBf04V54,@*****Â HAHAHA,@*****Â HAHAHA,UgigXD1owCWxwXgCoAEC,True,none,2,2015-07-28T05:29:19.000Z,2015-07-28T05:29:19.000Z
value,Chris Shaves,https://yt3.ggpht.com/a/AGF-l79NPxull5yIJEYwBjl5U6AbZ8Ul9iUTM7exgQ=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC2juIpDdq9N92UosE0IStvg,UC2juIpDdq9N92UosE0IStvg,q4PWBf04V54,Yes ! Â that would be a great video ! Â by traditional I mean something that our grandparents used when they were young Â and the staple of shaving which would be safety razors and straight razors.,Yes ! Â that would be a great video ! Â by traditional I mean something that our grandparents used when they were young Â and the staple of shaving which would be safety razors and straight razors.,UgigXD1owCWxwXgCoAEC,True,none,0,2015-07-18T18:41:06.000Z,2015-07-18T18:41:06.000Z
value,Mark Humphreys,https://yt3.ggpht.com/a/AGF-l7-Fgu0uvrAuppkvdl0ikLYBn4hyKlz99_hoxA=s48-c-k-c0xffffffff-no-rj-mo,http://www.youtube.com/channel/UC-iv2cw1IrHrNA5YC2_41zg,UC-iv2cw1IrHrNA5YC2_41zg,q4PWBf04V54,"@Chris Coyle Ok, if we are really going to get technical, I guess you could say that a safety razor isn&#39;t even &quot;traditional&quot; shaving. You are simply mentioning that the safety razor method is older than a cartridge razor. So in my next video would you like me to use an old sharpened rock? I think that is the true &quot;traditional&quot; shaving you are talking about.","@Chris Coyle Ok, if we are really going to get technical, I guess you could say that a safety razor isn't even ""traditional"" shaving. You are simply mentioning that the safety razor method is older than a cartridge razor. So in my next video would you like me to use an old sharpened rock? I think that is the true ""traditional"" shaving you are talking about.",UgigXD1owCWxwXgCoAEC,True,none,2,2015-07-18T18:18:21.000Z,2015-07-18T18:18:21.000Z
